date,"song, artist",song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_score
5/11/19,"Youngblood, 5 Seconds Of Summer",Youngblood,5 Seconds Of Summer,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,203418.0,1.7777777777777777
10/20/12,"What Makes You Beautiful, One Direction",What Makes You Beautiful,One Direction,0.726,0.787,4.0,-2.494,1.0,0.0737,0.009,0.0,0.0596,0.888,124.99,199987.0,1.7757296466973886
10/1/16,"Stressed Out, twenty one pilots",Stressed Out,twenty one pilots,0.734,0.637,4.0,-5.677,0.0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333.0,1.7673202614379084
12/10/16,"Panda, Desiigner",Panda,Desiigner,0.576,0.766,10.0,-4.943,0.0,0.449,0.028,1.68e-06,0.366,0.236,144.833,246761.0,1.762114537444934
7/30/16,"Pillowtalk, Zayn",Pillowtalk,Zayn,0.584,0.7,11.0,-4.275,1.0,0.0456,0.117,0.0,0.0939,0.438,124.944,202747.0,1.761467889908257
10/31/15,"Earned It (Fifty Shades Of Grey), The Weeknd",Earned It (Fifty Shades Of Grey),The Weeknd,0.659,0.291,2.0,-8.275,0.0,0.0348,0.405,0.0,0.0771,0.406,119.829,277680.0,1.7592768791627025
8/5/17,"Bad And Boujee, Migos",Bad And Boujee,Migos,0.926,0.666,11.0,-5.314,1.0,0.244,0.0611,0.0,0.123,0.168,127.079,343150.0,1.753721244925575
10/3/20,"Savage, Megan Thee Stallion",Savage,Megan Thee Stallion,0.843,0.741,11.0,-5.609,1.0,0.334,0.0252,0.0,0.096,0.68,168.983,155497.0,1.742222222222222
6/23/12,"Good Feeling, Flo Rida",Good Feeling,Flo Rida,0.706,0.89,1.0,-4.444,0.0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133.0,1.735107731
3/18/17,"Treat You Better, Shawn Mendes",Treat You Better,Shawn Mendes,0.444,0.819,10.0,-4.078,0.0,0.341,0.106,0.0,0.107,0.747,82.695,187973.0,1.7264472190692397
12/1/12,"Wide Awake, Katy Perry",Wide Awake,Katy Perry,0.511,0.681,5.0,-5.103,1.0,0.0359,0.0843,6.73e-06,0.503,0.555,160.035,220933.0,1.7244897959183674
5/14/16,"Purple Rain, Prince And The Revolution",Purple Rain,Prince And The Revolution,0.367,0.452,10.0,-10.422,1.0,0.0307,0.0353,0.00228,0.689,0.189,113.066,520787.0,1.7142857142857142
10/6/12,"Glad You Came, The Wanted",Glad You Came,The Wanted,0.722,0.851,7.0,-3.873,0.0,0.0639,0.0319,0.0,0.108,0.452,126.885,197936.0,1.7133917396745932
12/14/13,"We Can't Stop, Miley Cyrus",We Can't Stop,Miley Cyrus,0.613,0.622,1.0,-5.794,0.0,0.0334,0.00882,0.0,0.37,0.484,80.003,231240.0,1.7113924050632912
2/11/17,"Cold Water, Major Lazer",Cold Water,Major Lazer,0.608,0.798,6.0,-5.092,0.0,0.0432,0.0736,0.0,0.156,0.501,92.943,185360.0,1.7112676056338028
10/15/16,"I Took A Pill In Ibiza, Mike Posner",I Took A Pill In Ibiza,Mike Posner,0.664,0.714,7.0,-6.645,0.0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,197933.0,1.7069825436408976
8/17/19,"Shallow, Lady Gaga",Shallow,Lady Gaga,0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,215733.0,1.7059814658803707
4/4/15,"Chandelier, Sia",Chandelier,Sia,0.399,0.787,1.0,-2.88,1.0,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120.0,1.7050765511684125
1/2/16,"Cheerleader, OMI",Cheerleader,OMI,0.78,0.68,4.0,-6.081,1.0,0.0305,0.141,1.2e-05,0.138,0.594,118.026,180560.0,1.699029126213592
11/29/14,"Am I Wrong, Nico",Am I Wrong,Nico,0.729,0.675,8.0,-6.003,1.0,0.0312,0.175,1.58e-06,0.55,0.779,119.968,245867.0,1.6948853615520283
9/15/12,"Stronger (What Doesn't Kill You), Kelly Clarkson",Stronger (What Doesn't Kill You),Kelly Clarkson,0.562,0.939,0.0,-4.282,1.0,0.0475,0.046,0.0,0.112,0.684,116.044,221947.0,1.6943069306930694
11/2/13,"Just Give Me A Reason, P!nk",Just Give Me A Reason,P!nk,0.778,0.547,2.0,-7.273,1.0,0.0489,0.346,0.000302,0.132,0.441,95.002,242733.0,1.6875
9/20/14,"Turn Down For What, DJ Snake",Turn Down For What,DJ Snake,0.818,0.799,1.0,-4.1,0.0,0.156,0.00107,0.128,0.057,0.0815,100.014,213733.0,1.6776960784313728
9/28/13,"Stay, Rihanna",Stay,Rihanna,0.621,0.31,9.0,-10.164,0.0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240707.0,1.670473083
6/21/14,"Story Of My Life, One Direction",Story Of My Life,One Direction,0.6,0.663,3.0,-5.802,1.0,0.0477,0.225,0.0,0.119,0.286,121.07,245493.0,1.6677524429967427
12/26/20,"WAP, Cardi B",WAP,Cardi B,0.935,0.454,1.0,-7.509,1.0,0.375,0.0194,0.0,0.0824,0.357,133.073,187541.0,1.6559633027522938
12/23/17,"Congratulations, Post Malone",Congratulations,Post Malone,0.63,0.804,6.0,-4.183,1.0,0.0363,0.215,0.0,0.253,0.492,123.146,220293.0,1.6545334215751155
5/25/13,"Scream, will.i.am",Scream,will.i.am,0.772,0.685,5.0,-6.849,1.0,0.0696,0.019,8.96e-05,0.131,0.501,130.033,283400.0,1.645714285714286
5/14/16,"When Doves Cry, Prince",When Doves Cry,Prince,0.729,0.989,9.0,-4.613,0.0,0.049,0.0102,4.45e-05,0.443,0.84,126.47,352906.0,1.6428571428571428
11/25/17,"Wild Thoughts, DJ Khaled",Wild Thoughts,DJ Khaled,0.613,0.681,8.0,-3.089,1.0,0.0778,0.0287,0.0,0.126,0.619,97.621,204664.0,1.6394052044609666
12/2/17,"XO TOUR Llif3, Lil Uzi Vert",XO TOUR Llif3,Lil Uzi Vert,0.732,0.75,11.0,-6.366,0.0,0.231,0.00264,0.0,0.109,0.401,155.096,182707.0,1.6373937677053825
10/14/17,"Stay, Zedd",Stay,Zedd,0.69,0.622,5.0,-5.025,0.0,0.0622,0.253,0.0,0.116,0.544,102.04,210091.0,1.6343537414965983
6/7/14,"Let Her Go, Passenger",Let Her Go,Passenger,0.479,0.545,7.0,-7.346,1.0,0.0688,0.365,0.0,0.0963,0.243,74.897,252733.0,1.633392226
9/24/11,"On The Floor, Jennifer Lopez",On The Floor,Jennifer Lopez,0.73,0.777,3.0,-5.194,0.0,0.0496,0.105,0.000478,0.0691,0.575,130.0,284867.0,1.6266924564796903
10/8/16,"7 Years, Lukas Graham",7 Years,Lukas Graham,0.765,0.473,10.0,-5.829,1.0,0.0514,0.287,0.0,0.391,0.34,119.992,237300.0,1.6179775280898876
11/28/15,"Shut Up And Dance, WALK THE MOON",Shut Up And Dance,WALK THE MOON,0.578,0.866,1.0,-3.804,1.0,0.0619,0.00701,0.0,0.257,0.619,128.038,199080.0,1.614367816091954
9/26/20,"The Bones, Maren Morris",The Bones,Maren Morris,0.612,0.57,11.0,-6.642,0.0,0.0347,0.278,0.0,0.0963,0.334,77.004,197293.0,1.6124031007751938
12/13/14,"Fancy, Iggy Azalea",Fancy,Iggy Azalea,0.912,0.716,10.0,-4.141,0.0,0.0697,0.0904,0.0,0.0491,0.377,94.981,199938.0,1.6078224101479917
4/7/12,"Without You, David Guetta",Without You,David Guetta,0.608,0.614,2.0,-3.727,1.0,0.0285,0.227,3.82e-06,0.157,0.402,127.885,208133.0,1.607142857142857
2/16/19,"Love Lies, Khalid",Love Lies,Khalid,0.708,0.648,6.0,-5.626,1.0,0.0449,0.0956,0.0,0.134,0.338,143.955,201707.0,1.6035758323057951
4/13/13,"Home, Phillip Phillips",Home,Phillip Phillips,0.606,0.826,0.0,-6.04,1.0,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,210173.0,1.6
2/3/18,"Attention, Charlie Puth",Attention,Charlie Puth,0.775,0.613,3.0,-4.586,0.0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787.0,1.5950920245398772
4/28/12,"It Will Rain, Bruno Mars",It Will Rain,Bruno Mars,0.576,0.835,2.0,-6.826,1.0,0.0486,0.337,0.0,0.082,0.476,150.017,257720.0,1.5928030303030305
12/26/20,"Rockin' Around The Christmas Tree, Brenda Lee",Rockin' Around The Christmas Tree,Brenda Lee,0.589,0.472,8.0,-8.749,1.0,0.0502,0.614,0.0,0.505,0.898,67.196,126267.0,1.5920826161790018
5/28/11,"Tonight (I'm Lovin' You), Enrique Iglesias",Tonight (I'm Lovin' You),Enrique Iglesias,0.651,0.884,0.0,-3.986,0.0,0.0533,0.0242,5.36e-06,0.202,0.285,125.941,231293.0,1.5895953757225432
4/29/17,"Fake Love, Drake",Fake Love,Drake,0.928,0.481,9.0,-9.35,0.0,0.287,0.105,0.0,0.176,0.613,134.007,210937.0,1.5862944162436547
11/21/15,"Want To Want Me, Jason Derulo",Want To Want Me,Jason Derulo,0.775,0.68,0.0,-5.508,0.0,0.0629,0.00906,0.0,0.109,0.656,114.025,207719.0,1.5847347994825356
12/24/16,"Needed Me, Rihanna",Needed Me,Rihanna,0.671,0.314,5.0,-8.091,0.0,0.244,0.11,0.0,0.0825,0.296,110.898,191600.0,1.5746500777604977
7/28/12,"The Motto, Drake",The Motto,Drake,0.766,0.442,1.0,-8.558,1.0,0.356,0.000107,6.12e-05,0.111,0.39,201.8,181573.0,1.5745501285347043
2/2/13,"We Are Never Ever Getting Back Together, Taylor Swift",We Are Never Ever Getting Back Together,Taylor Swift,0.567,0.686,7.0,-6.139,1.0,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,193147.0,1.569482288828338
5/5/18,"Feel It Still, Portugal. The Man",Feel It Still,Portugal. The Man,0.801,0.795,1.0,-5.115,0.0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253.0,1.5676959619952495
3/22/14,"Sail, AWOLNATION",Sail,AWOLNATION,0.826,0.436,1.0,-9.583,1.0,0.0558,0.441,0.615,0.0964,0.272,119.051,259093.0,1.5673028628829735
2/1/14,"Applause, Lady Gaga",Applause,Lady Gaga,0.669,0.78,7.0,-4.287,0.0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333.0,1.5650887573964498
3/24/18,"Sorry Not Sorry, Demi Lovato",Sorry Not Sorry,Demi Lovato,0.706,0.643,11.0,-6.929,0.0,0.234,0.0242,0.0,0.262,0.885,143.931,203760.0,1.5632754342431765
6/6/15,"Take Me To Church, Hozier",Take Me To Church,Hozier,0.566,0.664,4.0,-5.303,0.0,0.0464,0.634,0.0,0.116,0.437,128.945,241693.0,1.5622676579925652
8/30/14,"Pompeii, Bastille",Pompeii,Bastille,0.679,0.715,9.0,-6.383,1.0,0.0407,0.0755,0.0,0.271,0.571,127.435,214148.0,1.5614230127848805
8/24/19,"Going Bad, Meek Mill",Going Bad,Meek Mill,0.889,0.496,4.0,-6.365,0.0,0.0905,0.259,0.0,0.252,0.544,86.003,180522.0,1.553916004540295
12/26/20,"Whats Poppin, Jack Harlow",Whats Poppin,Jack Harlow,0.923,0.604,11.0,-6.671,0.0,0.245,0.017,0.0,0.272,0.826,145.062,139741.0,1.552914110429448
8/11/18,"Look Alive, BlocBoy JB",Look Alive,BlocBoy JB,0.918,0.58,10.0,-7.501,1.0,0.322,0.00108,6.12e-05,0.106,0.611,139.977,181415.0,1.5508684863523572
4/2/11,"What's My Name?, Rihanna",What's My Name?,Rihanna,0.689,0.784,2.0,-2.972,1.0,0.074,0.182,0.0,0.0843,0.561,99.954,263173.0,1.5477386934673367
11/3/18,"No Tears Left To Cry, Ariana Grande",No Tears Left To Cry,Ariana Grande,0.699,0.713,9.0,-5.507,0.0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920.0,1.5444915254237288
10/7/17,"Mask Off, Future",Mask Off,Future,0.833,0.434,2.0,-8.795,1.0,0.431,0.0102,0.0219,0.165,0.281,150.062,204600.0,1.5400641025641024
4/13/19,"ZEZE, Kodak Black",ZEZE,Kodak Black,0.861,0.603,8.0,-5.788,0.0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760.0,1.539408866995074
5/14/11,"Hey Baby (Drop It To The Floor), Pitbull",Hey Baby (Drop It To The Floor),Pitbull,0.595,0.912,10.0,-3.428,0.0,0.0884,0.0434,0.0,0.259,0.762,128.024,234453.0,1.5384615384615383
12/26/20,"Jingle Bell Rock, Bobby Helms",Jingle Bell Rock,Bobby Helms,0.754,0.424,2.0,-8.463,1.0,0.0363,0.643,0.0,0.0652,0.806,119.705,130973.0,1.5376884422110553
11/19/11,"How To Love, Lil Wayne",How To Love,Lil Wayne,0.644,0.661,11.0,-6.093,1.0,0.0418,0.000177,5.23e-06,0.108,0.272,153.992,240307.0,1.536
11/4/17,"Say You Won't Let Go, James Arthur",Say You Won't Let Go,James Arthur,0.358,0.557,10.0,-7.398,1.0,0.059,0.695,0.0,0.0902,0.494,85.043,211467.0,1.5337492909812818
5/14/16,"Jumpman, Drake",Jumpman,Drake,0.852,0.553,1.0,-7.286,1.0,0.187,0.0559,0.0,0.332,0.656,142.079,205879.0,1.530642750373692
3/9/13,"Die Young, Ke$ha",Die Young,Ke$ha,0.709,0.366,2.0,-9.139,1.0,0.0289,0.778,4.08e-05,0.0992,0.629,79.959,185907.0,1.526813880126183
4/20/13,"Gangnam Style, PSY",Gangnam Style,PSY,0.727,0.937,11.0,-2.871,0.0,0.286,0.00417,0.0,0.091,0.749,132.067,219493.0,1.5253968253968253
4/4/20,"Lose You To Love Me, Selena Gomez",Lose You To Love Me,Selena Gomez,0.488,0.343,4.0,-8.985,1.0,0.0436,0.556,0.0,0.21,0.0978,102.819,206459.0,1.5244956772334293
11/19/11,"Last Friday Night (T.G.I.F.), Katy Perry",Last Friday Night (T.G.I.F.),Katy Perry,0.652,0.812,3.0,-3.797,0.0,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,230733.0,1.5206611570247934
2/2/13,"Lights, Ellie Goulding",Lights,Ellie Goulding,0.703,0.731,8.0,-6.283,0.0,0.0311,0.0721,0.00191,0.138,0.719,120.028,244267.0,1.5203556387459054
12/30/17,"There's Nothing Holdin' Me Back, Shawn Mendes",There's Nothing Holdin' Me Back,Shawn Mendes,0.866,0.813,11.0,-4.063,0.0,0.0554,0.38,0.0,0.0779,0.969,121.998,199440.0,1.519053876478318
7/7/18,"New Rules, Dua Lipa",New Rules,Dua Lipa,0.762,0.7,9.0,-6.021,0.0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320.0,1.5171486213853398
7/6/13,"I Knew You Were Trouble., Taylor Swift",I Knew You Were Trouble.,Taylor Swift,0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,219760.0,1.514018691588785
7/5/14,"Demons, Imagine Dragons",Demons,Imagine Dragons,0.505,0.71,3.0,-3.015,1.0,0.0321,0.19,0.00025,0.329,0.428,89.938,175200.0,1.511986997155628
6/16/18,"Finesse, Bruno Mars",Finesse,Bruno Mars,0.704,0.859,5.0,-4.877,0.0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289.0,1.5071225071225072
5/5/18,"Thunder, Imagine Dragons",Thunder,Imagine Dragons,0.605,0.822,0.0,-4.833,1.0,0.0438,0.00671,0.134,0.147,0.288,167.997,187147.0,1.500848896434635
12/7/19,"Goodbyes, Post Malone",Goodbyes,Post Malone,0.548,0.653,5.0,-3.875,1.0,0.081,0.456,0.0,0.103,0.163,150.068,174853.0,1.5
2/8/20,"Panini, Lil Nas X",Panini,Lil Nas X,0.703,0.594,5.0,-6.146,0.0,0.0752,0.342,0.0,0.123,0.475,153.848,114893.0,1.486211901306241
5/30/15,"I'm Not The Only One, Sam Smith",I'm Not The Only One,Sam Smith,0.709,0.517,5.0,-7.047,1.0,0.0535,0.49,0.0,0.0729,0.559,82.034,223315.0,1.483206933911159
1/2/16,"Good For You, Selena Gomez",Good For You,Selena Gomez,0.607,0.673,5.0,-6.484,0.0,0.0611,0.181,0.0,0.069,0.215,88.952,221280.0,1.4792122538293218
8/20/11,"Look At Me Now, Chris Brown",Look At Me Now,Chris Brown,0.767,0.677,11.0,-6.128,0.0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,222587.0,1.4787018255578093
8/3/19,"Middle Child, J. Cole",Middle Child,J. Cole,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,213594.0,1.4787018255578093
10/1/11,"Just Can't Get Enough, The Black Eyed Peas",Just Can't Get Enough,The Black Eyed Peas,0.475,0.44,0.0,-11.459,0.0,0.0395,0.116,0.715,0.126,0.107,93.993,222015.0,1.476190476190476
3/3/12,"Just A Kiss, Lady Antebellum",Just A Kiss,Lady Antebellum,0.593,0.639,1.0,-5.826,1.0,0.0307,0.446,0.0,0.0998,0.332,142.881,218840.0,1.4602649006622517
7/4/20,"Everything I Wanted, Billie Eilish",Everything I Wanted,Billie Eilish,0.704,0.225,6.0,-14.454,0.0,0.0994,0.902,0.657,0.106,0.243,120.006,245426.0,1.457831325301205
9/22/18,"Mine, Bazzi",Mine,Bazzi,0.71,0.789,4.0,-3.874,1.0,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131064.0,1.4449999999999998
5/7/11,"Dynamite, Taio Cruz",Dynamite,Taio Cruz,0.754,0.804,4.0,-3.177,1.0,0.0853,0.00332,0.0,0.0329,0.818,119.968,203867.0,1.442649435
7/9/11,"Down On Me, Jeremih",Down On Me,Jeremih,0.7,0.598,2.0,-7.783,1.0,0.114,0.0369,0.0,0.111,0.594,160.041,228453.0,1.4392523364485983
12/22/12,"Good Time, Owl City",Good Time,Owl City,0.56,0.872,3.0,-4.269,1.0,0.14,0.0239,6.98e-06,0.371,0.682,126.05,205933.0,1.4328358208955223
6/20/20,"Dance Monkey, Tones And I",Dance Monkey,Tones And I,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438.0,1.4273127753303965
8/20/16,"My House, Flo Rida",My House,Flo Rida,0.688,0.702,7.0,-4.792,0.0,0.0499,0.0215,0.0,0.128,0.74,94.006,192191.0,1.4254920337394563
1/18/20,"Suge, DaBaby",Suge,DaBaby,0.876,0.662,2.0,-6.482,0.0,0.426,0.0608,0.0,0.127,0.844,75.445,163320.0,1.4215991692627206
4/1/17,"Black Beatles, Rae Sremmurd",Black Beatles,Rae Sremmurd,0.794,0.632,0.0,-6.163,1.0,0.0649,0.142,0.0,0.128,0.355,145.926,291893.0,1.4182879377431905
8/31/13,"When I Was Your Man, Bruno Mars",When I Was Your Man,Bruno Mars,0.612,0.28,0.0,-8.648,1.0,0.0434,0.932,0.0,0.088,0.387,72.795,213827.0,1.416184971098266
12/26/20,"For The Night, Pop Smoke",For The Night,Pop Smoke,0.823,0.586,6.0,-6.606,0.0,0.2,0.114,0.0,0.193,0.347,125.971,190476.0,1.4117647058823528
3/28/20,"Good As Hell, Lizzo",Good As Hell,Lizzo,0.682,0.919,0.0,-3.18,0.0,0.0875,0.256,0.0,0.442,0.535,95.982,159736.0,1.404056162
12/26/20,"Holy, Justin Bieber",Holy,Justin Bieber,0.673,0.704,6.0,-8.056,1.0,0.36,0.196,0.0,0.0898,0.372,86.919,212093.0,1.3966942148760328
11/29/14,"Maps, Maroon 5",Maps,Maroon 5,0.742,0.713,1.0,-5.522,0.0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960.0,1.378917378917379
7/26/14,"Let It Go, Idina Menzel",Let It Go,Idina Menzel,0.543,0.485,8.0,-6.85,1.0,0.0305,0.558,0.0,0.12,0.371,136.961,223840.0,1.376738305941846
1/19/13,"Blow Me (One Last Kiss), P!nk",Blow Me (One Last Kiss),P!nk,0.597,0.919,7.0,-2.954,1.0,0.0439,0.000145,0.0,0.282,0.729,113.991,255587.0,1.3754716981132076
4/9/16,"Same Old Love, Selena Gomez",Same Old Love,Selena Gomez,0.672,0.593,11.0,-4.01,0.0,0.0304,0.0223,0.0,0.214,0.438,98.02,229080.0,1.368237347294939
3/10/12,"Stereo Hearts, Gym Class Heroes",Stereo Hearts,Gym Class Heroes,0.646,0.795,9.0,-3.293,1.0,0.0976,0.0319,0.0,0.267,0.796,89.99,210960.0,1.3676323676323678
1/23/16,"Where Are U Now, Skrillex",Where Are U Now,Skrillex,0.451,0.876,7.0,-5.378,1.0,0.0362,0.0227,0.0999,0.104,0.353,139.908,216339.0,1.3663967611336034
3/7/15,"Habits (Stay High), Tove Lo",Habits (Stay High),Tove Lo,0.729,0.65,5.0,-3.539,1.0,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02,209160.0,1.3653500897666069
8/24/19,"Better, Khalid",Better,Khalid,0.596,0.552,0.0,-10.278,0.0,0.097,0.0765,0.334,0.104,0.112,97.949,229320.0,1.3649289099526067
2/3/18,"Bank Account, 21 Savage",Bank Account,21 Savage,0.884,0.347,8.0,-8.227,0.0,0.35,0.015,7e-06,0.0871,0.376,75.016,220307.0,1.3647058823529412
9/22/12,"Wild Ones, Flo Rida",Wild Ones,Flo Rida,0.608,0.86,5.0,-5.324,0.0,0.0554,0.0991,0.0,0.262,0.437,127.075,232947.0,1.3642105263157895
12/8/18,"Yes Indeed, Lil Baby",Yes Indeed,Lil Baby,0.963,0.346,5.0,-9.309,0.0,0.53,0.0355,0.0,0.108,0.562,119.957,142273.0,1.358642972536349
12/26/20,"Go Crazy, Chris Brown",Go Crazy,Chris Brown,0.755,0.578,0.0,-8.932,0.0,0.145,0.316,0.0,0.25,0.581,94.148,176960.0,1.3473684210526315
7/8/17,"Scars To Your Beautiful, Alessia Cara",Scars To Your Beautiful,Alessia Cara,0.573,0.739,0.0,-5.74,1.0,0.129,0.0285,0.0,0.111,0.451,97.085,230240.0,1.3417997097242382
10/19/19,"If I Can't Have You, Shawn Mendes",If I Can't Have You,Shawn Mendes,0.691,0.823,2.0,-4.197,1.0,0.0623,0.487,0.0,0.134,0.87,123.935,191467.0,1.339240506329114
9/8/18,"Never Be The Same, Camila Cabello",Never Be The Same,Camila Cabello,0.637,0.713,0.0,-4.333,1.0,0.0747,0.181,0.000637,0.137,0.243,129.923,226973.0,1.3386934673366833
12/3/16,"Send My Love (To Your New Lover), Adele",Send My Love (To Your New Lover),Adele,0.688,0.533,6.0,-8.363,0.0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,223079.0,1.3376146788990824
6/2/12,"Young, Wild, Snoop Dogg","Young, Wild",Snoop Dogg,0.715,0.655,0.0,-6.425,1.0,0.137,0.0525,0.0,0.115,0.531,95.078,207333.0,1.3368146214099217
9/17/16,"Cake By The Ocean, DNCE",Cake By The Ocean,DNCE,0.774,0.753,4.0,-5.446,0.0,0.0517,0.152,0.0,0.0371,0.896,119.002,219147.0,1.335858585858586
10/3/20,"Say So, Doja Cat",Say So,Doja Cat,0.787,0.673,11.0,-4.583,0.0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893.0,1.3333333333333333
2/11/12,"You Make Me Feel..., Cobra Starship",You Make Me Feel...,Cobra Starship,0.668,0.857,7.0,-2.944,0.0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,215693.0,1.3285939968404423
8/27/11,"Till The World Ends, Britney Spears",Till The World Ends,Britney Spears,0.693,0.705,8.0,-5.747,1.0,0.0665,0.0228,0.0,0.202,0.45,131.951,237947.0,1.3241379310344827
4/18/15,"Animals, Maroon 5",Animals,Maroon 5,0.279,0.742,4.0,-6.46,0.0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013.0,1.3216019417475728
11/24/12,"Mercy, Kanye West, Big Sean, Pusha T, 2 Chainz",Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",0.563,0.496,6.0,-9.381,0.0,0.406,0.0685,5.8e-05,0.173,0.426,139.993,329320.0,1.3195876288659794
2/7/15,"Black Widow, Iggy Azalea",Black Widow,Iggy Azalea,0.743,0.72,11.0,-3.753,1.0,0.124,0.192,0.000386,0.109,0.519,163.99,209423.0,1.3157894736842104
12/1/18,"Sad!, XXXTENTACION",Sad!,XXXTENTACION,0.74,0.613,8.0,-4.88,1.0,0.145,0.258,0.00372,0.123,0.473,75.023,166606.0,1.3151183970856102
7/21/12,"Take Care, Drake",Take Care,Drake,0.629,0.515,0.0,-10.358,0.0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,277387.0,1.3047404063205417
5/14/11,"Raise Your Glass, P!nk",Raise Your Glass,P!nk,0.7,0.709,7.0,-5.006,1.0,0.0838,0.0048,0.0,0.029,0.624,122.019,202960.0,1.2958963282937366
11/5/11,"The Edge Of Glory, Lady Gaga",The Edge Of Glory,Lady Gaga,0.581,0.772,9.0,-6.544,1.0,0.0401,0.000343,0.0191,0.11,0.361,127.952,320587.0,1.294382022
12/24/16,"Ride, twenty one pilots",Ride,twenty one pilots,0.645,0.713,6.0,-5.355,1.0,0.0393,0.00835,0.0,0.113,0.566,74.989,214507.0,1.292268479184367
8/24/19,"Sweet But Psycho, Ava Max",Sweet But Psycho,Ava Max,0.72,0.706,1.0,-4.719,1.0,0.0473,0.0684,0.0,0.166,0.62,133.002,187436.0,1.2894736842105263
8/5/17,"iSpy, KYLE",iSpy,KYLE,0.746,0.653,7.0,-6.745,1.0,0.289,0.378,0.0,0.229,0.672,75.016,253107.0,1.2893982808022924
7/20/13,"Suit, Justin Timberlake",Suit,Justin Timberlake,0.795,0.596,11.0,-3.799,0.0,0.219,0.103,0.0,0.164,0.357,101.985,326280.0,1.2876190476190474
2/11/12,"Pumped Up Kicks, Foster The People",Pumped Up Kicks,Foster The People,0.733,0.71,5.0,-5.849,0.0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600.0,1.2872083668543846
9/29/12,"Drive By, Train",Drive By,Train,0.765,0.837,1.0,-3.113,0.0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,195973.0,1.2806324110671938
7/23/11,"S, Rihanna",S,Rihanna,0.769,0.684,1.0,-5.019,1.0,0.0411,0.0105,0.000125,0.0887,0.835,127.972,243600.0,1.279527559055118
10/5/13,"The Way, Ariana Grande",The Way,Ariana Grande,0.645,0.877,5.0,-3.208,0.0,0.113,0.294,0.0,0.0759,0.861,82.324,227027.0,1.2730696798493408
3/8/14,"Safe And Sound, Capital Cities",Safe And Sound,Capital Cities,0.655,0.819,0.0,-4.852,1.0,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790.0,1.2707903780068728
11/18/17,"Location, Khalid",Location,Khalid,0.736,0.449,1.0,-11.462,0.0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080.0,1.2681755829903978
3/12/16,"Wildest Dreams, Taylor Swift",Wildest Dreams,Taylor Swift,0.581,0.672,8.0,-7.415,1.0,0.0739,0.0411,9.35e-05,0.118,0.514,140.061,220433.0,1.265625
10/27/12,"Where Have You Been, Rihanna",Where Have You Been,Rihanna,0.719,0.847,0.0,-6.34,0.0,0.0916,0.00201,0.0204,0.221,0.444,127.963,242680.0,1.261194029850746
2/3/18,"Mi Gente, J Balvin",Mi Gente,J Balvin,0.774,0.687,11.0,-4.818,0.0,0.0584,0.0179,1.17e-05,0.128,0.308,104.959,189440.0,1.2608695652173914
1/19/13,"As Long As You Love Me, Justin Bieber",As Long As You Love Me,Justin Bieber,0.571,0.873,0.0,-3.382,0.0,0.0997,0.0807,0.0,0.361,0.613,139.691,229467.0,1.255223880597015
10/3/20,"Blueberry Faygo, Lil Mosey",Blueberry Faygo,Lil Mosey,0.774,0.554,0.0,-7.909,1.0,0.0383,0.207,0.0,0.132,0.349,99.034,162547.0,1.2546082949308754
